top	sub
hep-lat/0609050	0704.2570
hep-ph/0011335	1608.08601
1503.04114	1608.08601
1405.7040	1608.08601
1404.7139	1608.08601
1512.08928	1608.08601
1502.05915	1608.08601
0801.3456	1608.08601
1506.03525	1803.10399
hep-th/0008132	hep-th/0409234
quant-ph/0302092	quant-ph/0608024
gr-qc/0002095	gr-qc/0512069
hep-lat/0206003	0709.3658
nucl-th/0305010	hep-ph/0403089
1111.2854	1805.01908
1412.2730	1509.04325
1311.2935	1509.04325
hep-th/0312256	0707.0409
1708.08929	1807.10291
0911.1120	1807.10291
1011.3832	1001.2040
hep-th/9704004	1001.2040
hep-ph/9807469	1001.2040
1312.1326	1507.06288
1003.1732	1507.06288
1003.2403	1507.06288
hep-ph/0410047	hep-lat/0505012
hep-ph/9502334	hep-lat/0505012
hep-lat/0001015	hep-lat/0505012
hep-lat/9912044	hep-lat/0505012
hep-th/0106041	hep-th/0110103
hep-th/0405086	hep-th/0504109
hep-th/0403115	hep-th/0504109
hep-th/0403047	hep-th/0504109
1203.5312	1204.2594
hep-ph/0411039	hep-ph/0410256
hep-ph/0409266	hep-ph/0410256
hep-ph/0405048	hep-ph/0410256
1210.1220	1302.6589
1108.1128	1302.6589
0708.0855	0911.2175
cond-mat/0009002	cond-mat/0011172
1404.0626	1404.2327
1502.01011	1601.07553
1105.2252	1108.5119
1203.2042	1401.2339
1308.5606	1408.4205
hep-ph/9605323	1407.7857
hep-th/0209192	hep-th/0401099
astro-ph/9501044	1505.00794
hep-ph/0609054	1105.4319
1008.2958	1105.4319
1007.0194	1105.4319
1003.2403	1105.4319
1008.3101	1105.4319
1807.09318	1809.00600
hep-th/0609109	0712.0043
hep-ph/9605323	0708.0476
hep-ph/0206169	0708.0476
hep-ph/9707282	hep-ph/9804305
1309.7478	1311.0830
gr-qc/0307052	gr-qc/0404078
astro-ph/0301533	gr-qc/0306079
0806.1046	0909.3224
0907.4325	1506.08571
1404.1750	1506.08571
gr-qc/0005126	1506.08571
hep-th/9910037	hep-th/0312282
0903.5345	1807.09712
gr-qc/0105103	1512.02262
1302.3448	1512.02262
hep-th/0204084	hep-th/0408015
hep-th/0204252	hep-th/0408015
hep-th/0003221	hep-th/0408015
hep-th/0403203	hep-th/0408015
hep-th/9909219	hep-th/0007236
hep-th/9506126	hep-th/0007236
1312.0843	1312.6163
hep-th/0509205	hep-ph/0612032
astro-ph/9602019	astro-ph/9606140
0802.2962	1010.0245
0911.1120	1010.0245
1108.5231	1510.05208
0911.3480	1009.2953
math/0605694	math/0701024
1512.02830	1808.05623
1411.6407	1602.08265
hep-ph/0607172	1602.08265
1005.1888	1512.01405
hep-th/9709160	hep-th/9802091
hep-th/9710032	hep-th/9802091
hep-ph/0612113	1805.04391
1212.6587	1805.04391
1203.5320	1805.04391
nucl-th/0303036	1805.04391
hep-th/0003298	hep-th/0510242
gr-qc/0005126	0909.4238
hep-th/9712251	0909.4238
1003.0673	1807.00731
1708.01186	1711.02445
1703.07364	1710.02146
0911.1120	1710.02146
1411.2619	1710.02146
1403.5717	1710.02146
1601.07553	1710.02146
1107.4789	1511.08039
hep-ph/0009145	1804.10909
hep-lat/0505012	1804.10909
quant-ph/0312059	0908.1231
cond-mat/0606771	0706.0423
0906.4257	1006.4500
1311.5708	1710.01506
gr-qc/0006063	gr-qc/0411053
hep-ph/0404239	hep-ph/0504152
0803.3020	1606.03195
1403.4427	1711.06594
0911.1944	1108.4428
1711.05560	1806.03085
hep-ph/0103125	hep-ph/0412200
hep-ph/0311349	hep-ph/0412200
hep-th/0512200	0807.4874
astro-ph/0303470	astro-ph/0305446
1111.0782	1205.0186
1708.05673	1808.07457
1710.11098	1808.07457
hep-ph/9810535	hep-ph/9811428
1210.4560	1305.1151
1410.5027	1802.04438
hep-th/0504090	0804.2627
0908.0538	1809.08968
1611.04051	1810.07743
0901.2873	1005.5153
hep-ph/0306156	1005.5153
0908.0538	1005.5153
hep-ph/0007192	1005.5153
1802.09284	1812.03667
0803.3085	1812.03667
hep-th/0011217	1407.4467
hep-th/0012025	1407.4467
astro-ph/0301533	1601.01681
astro-ph/0701584	1601.01681
hep-lat/9612006	1601.01681
0911.2224	1103.5853
hep-th/0507034	hep-th/0510081
hep-th/9911230	hep-th/0510081
1010.4157	1503.05351
1108.0302	1503.05351
hep-ex/9903063	hep-ph/9909478
hep-ph/0008223	hep-ph/0011335
hep-th/0409004	hep-th/0511055
hep-ph/9411211	1411.5182
hep-ph/9605323	1411.5182
hep-ph/0304182	1010.2494
1003.1138	1010.2494
1002.4246	1511.06161
math/0207170	1012.2725
hep-th/0305132	1012.2725
hep-th/9906242	1012.2725
0705.2250	1012.2725
0809.3976	1012.2725
0808.1034	1108.4104
hep-ph/0201080	1205.0152
hep-th/9903190	1306.0582
hep-ph/0009356	astro-ph/0508612
0810.4110	1711.11012
1402.7358	1711.11012
1703.00199	1711.11012
hep-lat/0607020	hep-lat/0609073
1311.7151	1501.00540
1507.07600	1611.01619
1109.2501	1805.04367
1011.0375	1805.04367
1502.07652	1805.04367
0802.2296	0712.1937
hep-lat/0609052	0803.3020
hep-th/0307042	0712.2743
1203.3041	1207.5531
0806.4959	1207.5531
0806.1449	1505.03202
1212.5226	1707.01359
gr-qc/0202064	1707.01359
gr-qc/0403084	1707.01359
1411.2569	1712.07034
1008.4925	1108.1218
1005.4647	1108.1218
0812.4305	1204.6220
hep-th/0405175	hep-th/0701040
1211.3663	1211.2797
1110.0582	1310.3030
hep-ph/0509159	hep-ph/0610085
1207.1120	1212.5226
astro-ph/9606140	astro-ph/0004003
hep-th/9710243	hep-th/0203202
1604.05092	1606.06747
1104.2889	1606.06747
hep-th/0402039	1506.02272
1511.02867	1804.07255
1102.4841	1105.3959
1104.2394	1105.3959
1410.6487	1510.01380
hep-th/0304064	1510.01380
1810.04664	1811.11491
1810.12918	1811.11491
1712.07101	1805.09461
1805.03616	1805.09461
hep-ph/9911294	hep-th/0009117
hep-ph/0411216	hep-ph/0502197
1405.4851	1406.1526
1006.0432	1007.2996
1009.3398	1007.2996
astro-ph/0001493	astro-ph/0105440
0801.1294	1607.03119
hep-th/0103239	astro-ph/0111556
hep-th/0104073	astro-ph/0111556
hep-ph/9805448	1106.3583
1104.0699	1106.3583
1304.5368	1606.08593
0906.2485	1606.08593
hep-ph/9605283	0903.3115
0802.0891	0903.3115
1312.4157	1506.02105
1003.4957	1506.02105
1405.3692	1506.02105
1805.10032	1811.03761
1004.0649	1211.0250
math/0403015	0707.0845
1204.4244	1502.06353
1602.03842	1606.04889
1611.08241	1901.03606
hep-th/0203265	hep-th/0607249
hep-th/0003221	hep-th/0607249
hep-ph/0507094	hep-th/0607249
hep-th/9509160	0904.4506
hep-th/9705024	0904.4506
1208.4688	1210.1314
astro-ph/0401191	astro-ph/0405553
hep-lat/0402010	0707.0851
1501.06601	1611.02977
1203.3131	1311.6447
1206.5158	1311.6447
1206.0668	1311.6447
1204.1252	1311.6447
1304.2600	1311.6447
1112.5268	1311.6447
math/0212252	1807.02893
1704.07397	1706.06100
1406.5375	1701.06537
1403.4427	1701.06537
1103.0859	1107.1245
astro-ph/0702072	1012.2385
0802.2255	1006.0432
hep-th/0209114	hep-th/0610196
hep-th/0505074	hep-th/0610196
hep-th/0005049	hep-th/0610196
hep-th/0410155	hep-th/0610196
hep-th/0304064	hep-th/0610196
gr-qc/0110034	gr-qc/0309053
1111.5661	1704.01899
1707.04722	1710.06816
0805.4121	1208.1889
1203.5283	1301.3296
1302.0796	1306.2349
1011.1910	1306.2349
1011.1915	1306.2349
hep-ph/0011335	1610.08835
1306.4710	1610.08835
1112.3515	1205.1438
hep-th/0307042	1012.3293
0806.4959	1012.3293
0901.2795	1012.3293
hep-th/9804058	1012.3293
hep-th/0509205	hep-th/0612156
1412.0869	1703.07258
1412.8379	1703.07258
astro-ph/0205436	1404.5220
hep-th/9811237	hep-th/0003166
1208.0738	1512.04442
1205.1438	1512.04442
1510.06894	1712.07730
1702.02164	1712.07730
1507.07452	1605.02729
0708.3496	1405.1551
hep-ph/0108117	0901.2821
1007.3443	1108.3068
0808.2047	1108.3068
1103.2997	1206.2623
0808.3232	0901.0599
0812.0534	0911.3738
0907.0763	0911.3738
0709.0720	0909.1118
math/0607326	0909.1118
0712.2590	0909.1118
1304.7240	1310.0453
1612.01292	1706.09912
hep-ph/9411211	1207.4788
hep-th/0407101	0709.2691
gr-qc/0110034	0709.2691
hep-ph/0308036	1410.7345
1511.07041	1702.04405
1012.6040	1107.1260
0708.3038	1105.0670
hep-th/0504200	1009.0746
1806.00069	1809.01499
gr-qc/0109063	0710.0366
astro-ph/0701510	0710.0366
1609.08987	1705.00263
hep-ph/0103125	hep-ph/0108003
1705.01154	1705.04855
1008.5023	1705.04855
1212.5226	1405.6720
1506.08571	1706.07811
hep-ph/0612035	0712.3460
0708.2865	0712.3460
hep-th/0402046	0712.3460
astro-ph/0403622	0903.4540
hep-th/0305132	1305.6322
hep-th/9706110	1305.6322
hep-ph/0006045	hep-ph/0606022
hep-th/9708147	1101.1297
hep-ph/0103032	hep-ph/0402298
math/0701024	math/0511187
math/0403268	math/0511187
1212.5226	1505.05023
hep-th/0404122	hep-th/0512117
1506.04142	1712.06324
0706.2399	0709.0296
gr-qc/0103036	0709.0296
0705.3678	1010.0674
astro-ph/0006285	1010.0674
1504.05937	1509.03665
1405.4914	1509.03665
1302.6589	1509.03665
0802.2962	1012.0285
1004.0586	1511.04474
0705.0521	1511.04474
hep-ph/0008223	1511.04474
1310.7945	1511.04474
astro-ph/0605724	1511.04474
1001.1769	1511.04474
hep-ph/0603019	hep-ph/0703112
hep-ph/9706261	hep-ph/0703112
hep-ph/0702152	hep-ph/0703112
0902.4654	1708.06763
1602.04738	1708.06763
1404.4190	1812.06940
1710.08434	1812.06940
hep-th/9708147	1506.01718
1003.5694	1506.01718
1708.01186	1810.10753
1611.01514	1810.10753
hep-th/0006236	hep-th/0112153
1110.2070	1207.1165
0708.3038	0710.0966
gr-qc/0607057	0710.0966
1208.5906	1209.1470
1104.2259	1209.1470
astro-ph/9809388	astro-ph/9902111
cond-mat/0210312	1008.4844
1107.4789	1805.10191
1111.2854	1805.10191
hep-th/0505153	1703.03819
1202.2299	1703.03819
hep-th/9803251	1703.03819
hep-th/0109174	1703.03819
0901.4310	1703.03819
1512.03764	1703.03819
0810.5666	1703.03819
1007.4001	1312.0682
hep-ph/0505211	1104.2889
0906.0681	1104.2889
1203.1750	1402.5112
hep-th/9506126	1402.5112
hep-th/0503124	1402.5112
hep-th/0611332	1402.5112
0912.1857	1402.5112
0712.3460	1402.5112
hep-ph/0007068	0908.3296
hep-ph/9703299	hep-ph/9706387
1504.07709	1506.06012
0711.0302	0711.0250
hep-ph/0603063	hep-ph/0612081
hep-ph/0311361	hep-ph/0612081
hep-ex/0606016	hep-ph/0612081
hep-ph/0306093	hep-ph/0612081
hep-ph/0511033	hep-ph/0612081
astro-ph/0305446	astro-ph/0303470
astro-ph/0205436	1105.5121
1004.0937	1105.5121
0711.4895	1105.5121
hep-th/9610076	hep-th/0110036
hep-th/9702166	hep-th/0110036
hep-th/0005121	hep-th/0110036
hep-th/9608047	hep-th/0110036
0801.1826	0807.0149
hep-lat/9811035	1108.3305
0906.4257	1108.3305
hep-th/9708147	hep-th/0107177
hep-th/9504090	hep-th/0107177
hep-th/9702202	hep-th/0107177
hep-th/9606139	hep-th/0107177
hep-th/0011023	hep-th/0107177
1607.03119	1707.06693
1311.5109	1707.06693
1404.5066	1512.08060
gr-qc/0110034	1512.08060
hep-ph/9704336	hep-ph/9707274
hep-ph/9705399	hep-ph/9707274
hep-ph/9703299	hep-ph/9707274
hep-ph/9706387	hep-ph/9707274
1003.5006	1007.3566
1306.4710	1705.07920
0910.3293	1705.07920
0803.2360	1705.07920
1308.1096	1501.01308
hep-th/0302119	1501.01308
1503.08117	1601.04320
hep-ph/0703297	1002.1470
gr-qc/0012036	1512.08514
1311.2935	1512.08514
0903.4734	1512.08514
1710.00942	1805.12185
hep-th/0209215	hep-th/0303107
hep-th/0208232	hep-th/0303107
hep-th/0103239	1401.4024
1212.5226	1401.4024
0704.1848	1401.4024
0911.1120	1603.05601
1506.00013	1603.05601
1212.5226	1603.05601
1512.06696	1603.05601
1512.08484	1603.05601
1512.08777	1603.05601
1601.02609	1603.05601
1602.07691	1603.05601
1512.09048	1603.05601
1107.1440	1508.06986
1507.07100	1508.06986
0804.3787	1508.06986
1404.3511	1409.8409
0803.3085	1409.8409
1401.5212	1409.8409
1409.8436	1409.8409
gr-qc/0307052	gr-qc/0611127
hep-th/9703183	1401.7014
hep-th/9301097	1401.7014
0812.3110	1006.0707
1411.7736	1404.3000
0706.3207	1302.1149
1103.2771	1408.5142
hep-th/0202142	0809.4312
0711.1793	0809.4312
astro-ph/0205436	0809.4312
hep-th/0211006	0809.4312
0708.2865	0809.4312
1402.0516	1605.01416
1102.0302	1605.01416
0901.1215	1412.7244
astro-ph/9904398	1412.7244
hep-th/0501025	1412.7244
hep-th/0505215	1412.7244
1510.03866	1602.02810
1508.02676	1602.02810
hep-ph/0304132	hep-ph/0408013
1105.5140	1202.3415
1002.1721	1202.3415
0711.4620	1602.00112
0811.1024	1212.3526
1011.5564	1212.3526
astro-ph/9608025	hep-ph/9611325
hep-lat/0601012	1108.0447
0802.2962	1501.06935
1307.7134	1606.08429
1704.01955	1606.08429
1304.6721	1606.08429
1506.04087	1606.08429
0710.1827	1810.00604
0808.2223	1603.03212
hep-ph/9802416	hep-ph/9809287
1410.7318	1507.08674
hep-lat/0607027	0710.2444
hep-lat/0508029	0710.2444
0710.0929	0710.2444
hep-lat/0701013	0710.2444
1107.2542	1211.7315
0907.1660	1211.7315
1008.3101	1512.02860
hep-ph/0602178	1512.02860
1008.2958	1512.02860
1007.0194	1512.02860
astro-ph/9904398	1312.0237
astro-ph/0207270	1703.09118
1405.6826	1503.07287
hep-ph/0508139	0910.1509
hep-ph/0512163	0910.1509
1008.2958	1510.03642
hep-th/0702032	1510.03642
hep-ph/0608242	1610.01130
hep-th/0503124	0811.2873
1112.2703	1404.1058
1308.0792	1404.1058
1312.4974	1404.1058
1207.1678	1603.07474
0805.3125	0907.2792
1211.0712	1311.5208
1006.0707	1311.5208
1002.3202	1303.0994
0907.1660	1006.4198
hep-th/0107177	hep-th/0206154
hep-th/0011023	hep-th/0206154
hep-th/0011023	hep-th/0209114
gr-qc/0110034	gr-qc/0406008
1310.5475	1711.00318
hep-th/9804058	1305.0011
hep-ph/0202073	hep-ph/0301094
hep-lat/0110025	hep-ph/0301094
hep-lat/9812019	1712.06147
hep-ph/0410215	1712.06147
1704.00540	1712.06147
1712.04959	1712.06147
astro-ph/0510765	astro-ph/0610862
0802.2255	0809.0450
1106.5365	1604.05593
1502.02636	1703.03874
1410.4844	1508.02412
1502.07652	1508.02412
0911.1120	1712.03962
hep-lat/9612006	1712.03962
1302.5298	1408.6076
1406.0617	1408.6076
1106.6229	1408.6076
1401.0825	1406.3542
hep-ph/0307266	astro-ph/0406253
1702.06674	1705.07208
1607.01320	1612.06316
1604.08578	1806.01157
hep-lat/0506007	hep-lat/0605011
hep-th/9801206	hep-th/9803251
hep-th/9803119	hep-th/9803251
hep-th/9803193	hep-th/9803251
hep-th/9711138	hep-th/9803251
1604.07383	1702.01016
hep-th/9604179	hep-th/9611111
1207.5018	1308.5605
hep-ph/9605323	1308.5605
hep-ph/9611325	hep-ph/0308075
astro-ph/0207673	hep-ph/0308075
hep-ph/0303130	hep-ph/0308075
1105.3310	1509.09271
0706.0804	0807.2740
1707.09651	1801.03840
1202.6015	1801.03840
1412.7525	1506.00354
1502.01852	1506.00354
0803.0536	0909.2107
hep-th/9709137	0909.2107
hep-th/0501229	0902.0655
0708.1001	0902.0655
hep-th/0410155	0902.0655
1005.3035	1108.0302
hep-th/0011217	1108.0302
hep-th/0510180	1108.0302
hep-th/0012025	1108.0302
hep-ph/0512163	0811.0812
1804.01531	1809.07325
nucl-th/0304013	hep-ph/0311301
nucl-ex/0307022	hep-ph/0311301
1711.09749	1808.08719
1002.1722	1808.08719
1708.05313	1808.08719
1103.5389	1808.08719
1512.00256	1707.09900
1009.6032	1707.09900
1205.5669	1304.6744
hep-ph/9607220	hep-ph/9607414
1502.01852	1504.06993
hep-th/0409133	hep-th/0504079
hep-th/0403193	hep-th/0504079
hep-th/0207124	hep-th/0504079
1610.06258	1806.07492
1306.0882	1507.00886
1506.03285	1507.00886
1208.2855	1410.8466
1401.0669	1410.8466
1704.05606	1901.06743
0708.4241	0709.0068
hep-th/0103220	hep-th/0502149
hep-th/0207096	1303.2578
hep-th/0408230	1303.2578
math-ph/0604014	1303.2578
hep-th/0003188	1303.2578
1207.1869	1303.2578
hep-ph/0604091	0909.2484
0803.2360	0909.2484
hep-lat/0601012	1509.03726
astro-ph/0702615	1003.6056
0911.0597	1008.0462
0712.1937	1510.00389
1410.2242	1510.00389
1003.1142	1510.00389
1304.1483	1510.00389
1406.1791	1712.01672
astro-ph/9803011	astro-ph/9907079
1808.02184	1810.07720
1802.10130	1810.07720
1509.04163	1708.00345
1602.08164	1708.00345
0801.2061	0802.3662
hep-th/9503017	0802.3662
astro-ph/0205436	0907.2916
0803.3085	0907.2916
0801.1520	0907.2916
hep-th/0701064	0907.2916
1806.07595	1901.00330
1211.3494	1901.00330
1706.07606	1808.06096
1212.5226	1605.00735
0905.4034	1112.5324
1005.1779	1005.5001
1210.7114	1312.5664
1205.6434	1312.5664
hep-th/0207096	0711.1870
1211.5164	1501.01797
hep-ph/0109140	hep-ph/0310187
hep-ph/0110127	hep-ph/0110163
0910.5533	1102.2857
1101.2925	1102.2857
hep-th/9702006	hep-th/9806115
hep-th/0203265	hep-th/0308068
hep-th/0003221	hep-th/0308068
hep-th/0009148	hep-th/0308068
hep-th/9811237	hep-th/0308068
hep-th/9808141	hep-th/0308068
hep-th/9705162	hep-th/9706117
hep-ph/0011335	1803.05438
1306.4710	1803.05438
1802.08259	1803.05438
1406.1961	1407.6123
hep-ph/0211243	hep-th/0703278
hep-th/0402046	hep-th/0703278
1212.5226	1501.00173
0708.1322	1606.00675
0708.3233	1606.00675
0803.4474	0808.3768
hep-th/0702120	0808.3768
0806.3727	0808.3768
0903.5345	0904.3905
0708.1994	0904.3905
1503.07443	1706.08091
hep-ph/0509206	1706.08091
1703.05808	1706.08091
gr-qc/0303039	1706.07889
1307.0808	1409.2945
hep-th/0203265	hep-th/0204252
hep-th/0204084	hep-th/0204252
hep-ph/0112037	0705.3420
hep-lat/0401012	0705.3420
1306.5753	1311.7151
0709.0720	0712.2590
1311.0197	1502.02636
0708.0837	0712.0806
0711.3202	0712.0806
1207.6794	1610.04857
1505.04480	1610.04857
1107.4789	1610.04857
1508.04770	1802.04790
1011.5120	1802.04790
0909.3140	1802.04790
1005.2978	1011.4179
hep-ph/0210391	hep-th/0402026
0709.1482	1812.08745
1512.04953	1812.08745
astro-ph/0504421	astro-ph/0510059
1101.5804	1207.5241
gr-qc/0402018	1207.5241
0707.0842	1207.5241
1112.6297	1611.07980
astro-ph/0407623	1506.08366
hep-lat/9711044	hep-lat/0104013
1003.1732	1003.2403
0712.1937	1003.1142
0802.2296	1003.1142
0706.3909	1003.1142
0911.0001	1003.1142
0707.0209	1003.1142
0811.1555	1003.1142
0708.3625	0904.2265
0708.3643	0904.2265
hep-ph/0309227	hep-ph/0408344
hep-ph/9612457	1007.4479
hep-th/0110093	hep-th/0112127
hep-th/0006236	hep-th/0112127
0904.4713	0912.0316
0803.0720	0912.0316
1005.3035	1702.07471
hep-ph/0005218	hep-ph/0212318
hep-ph/0106159	hep-ph/0212318
hep-th/0305132	0902.0616
1208.1030	1410.6624
1004.0464	1410.6624
astro-ph/0003001	1511.00627
gr-qc/0103018	1507.07100
1107.1440	1507.07100
0810.5336	1507.07100
0804.3787	1507.07100
1207.4599	1208.4018
1207.1716	1208.4018
0906.4109	1304.0784
1102.5565	1304.0784
0808.3768	1304.0784
1401.7014	1503.05182
hep-th/9606139	1503.05182
1102.4841	1103.6186
gr-qc/0503022	1610.01744
1501.02161	1805.03302
1106.2822	1304.0164
hep-th/0403001	1804.00004
0801.2562	1804.00004
1606.03405	1804.00004
1212.5226	1808.04328
hep-th/0501191	0911.1700
1002.1088	1901.02020
0905.0688	1901.02020
1509.05229	1901.02020
hep-th/0203265	0903.2019
hep-th/0003221	0903.2019
hep-ph/9911490	0804.4004
hep-th/9808141	hep-th/0006240
hep-th/9811237	hep-th/0006240
0908.3197	1107.0345
astro-ph/0702615	1107.0345
astro-ph/9809368	1107.0345
1508.04472	1705.01133
math/0309214	1204.4709
hep-th/0005049	1003.2234
0712.1223	1802.02524
hep-th/0701040	0707.1284
hep-th/9805094	0804.3782
hep-th/0110157	1011.3859
hep-lat/0310023	hep-th/0406272
1202.0322	1211.5252
alg-geom/9603021	hep-th/9908204
hep-th/0312282	hep-th/0602002
hep-th/0104181	hep-th/0602002
1208.3144	1401.6277
1210.1314	1401.6277
1210.4813	1401.6277
hep-ph/9906224	1401.6277
quant-ph/0106148	quant-ph/0202034
hep-ph/0506313	1304.7835
0905.0255	1009.0268
0908.4429	1009.0268
hep-ph/9911490	hep-ph/0006096
1202.1503	1206.4711
hep-ph/0102265	1511.03838
hep-ph/0411070	1511.03838
hep-ph/9605323	1309.5912
hep-th/9403191	1711.08688
0802.1634	1508.03615
1211.5663	1810.12352
1604.08578	1812.10635
hep-lat/0609052	0708.2254
1404.7450	1809.06923
0806.3158	1809.06923
1505.04825	1809.06923
1607.08432	1809.06923
1301.2846	1809.06923
0812.4165	0901.4257
hep-th/9610148	hep-th/0304002
hep-th/0307042	1006.0015
1105.3972	1006.0015
hep-th/9811254	hep-th/9910012
hep-lat/0501023	hep-th/0507196
hep-ph/0109217	hep-ph/0110157
0910.5533	1406.6913
astro-ph/0404229	0901.1215
0709.1517	0901.1215
gr-qc/0202064	0901.1215
0802.2296	0901.1215
hep-th/0501025	0901.1215
astro-ph/0012324	hep-ph/0608115
hep-ph/0701234	1801.08998
1102.2631	1612.07185
0909.3140	1612.07185
hep-th/0412078	gr-qc/0412070
1211.0968	1304.5433
0907.1203	0910.4677
0903.1292	0910.4677
hep-ph/9909356	hep-ph/9911490
astro-ph/0003001	0903.3602
hep-ph/0505211	0903.3602
0705.2853	0903.3602
hep-ph/0409274	1107.4697
hep-th/0603106	math-ph/0606003
hep-ph/0304132	hep-ph/0306158
hep-ph/0105253	hep-ph/0306158
hep-ph/0109140	hep-ph/0306158
hep-ph/0211023	hep-ph/0306158
hep-th/0402046	hep-th/0611332
1403.4427	1507.04996
0707.0633	1507.04996
1506.03285	1507.04996
quant-ph/0209124	1709.07851
gr-qc/0211082	1204.4658
hep-th/0205147	1102.5040
0704.0784	1102.5040
0801.2949	1102.5040
hep-th/0402142	1102.5040
gr-qc/0503022	1406.0577
0810.2610	1406.0577
nucl-th/0511071	0805.3086
hep-lat/9703003	0805.3086
nucl-ex/0307022	0805.3086
astro-ph/9807320	astro-ph/9902339
hep-ph/0112045	0711.1921
hep-th/9606139	0908.0915
1208.3413	1301.4641
1207.3126	1301.4641
astro-ph/0003001	1306.3651
1509.07959	1701.04601
1512.00294	1701.04601
1704.04022	1712.02677
hep-lat/0505012	0711.0336
quant-ph/0506110	quant-ph/0509147
hep-th/0303072	0709.1482
0708.1001	0709.1482
hep-ph/0601150	hep-ph/0606229
1207.7288	1302.4206
nucl-th/0105045	hep-lat/0308024
astro-ph/0602438	0711.1450
astro-ph/0511738	0711.1450
hep-ph/9711514	1402.2846
1212.5226	1402.2846
gr-qc/0110034	gr-qc/0501102
gr-qc/0407074	gr-qc/0501102
1009.5592	1703.05772
astro-ph/0005568	hep-ph/0204301
1711.10813	1805.11874
1503.05652	1709.07025
1412.8764	1605.03112
1310.3832	1602.00556
1310.5741	1602.00556
1311.6471	1602.00556
0905.1136	1602.00556
0907.1846	1602.00556
1311.3292	1602.00556
nucl-th/0304013	0901.1513
hep-th/0107177	hep-th/0208190
1112.3515	1609.04736
1512.04442	1609.04736
0903.3602	1509.09288
hep-th/9610236	hep-th/0207197
0801.1294	1201.5819
0908.1742	1201.5819
1807.01694	1808.08368
1202.3415	1204.1252
hep-th/9905217	hep-th/0007125
1801.02627	1801.03219
hep-ph/9605323	1801.03219
1610.05624	1707.04999
1312.7619	1504.01730
0902.0210	1005.4259
1501.01059	1602.08140
1602.05612	1602.08140
hep-th/0408048	0907.1203
1611.08915	1612.03795
nucl-ex/9909007	nucl-th/0303036
0807.3324	1206.1499
1002.1722	1206.1499
0907.1640	1206.1499
1107.1569	1206.1499
1110.0063	1206.1499
hep-ph/9910255	hep-ph/0204063
hep-ph/0007178	hep-ph/0204063
hep-ph/0505212	hep-ph/0509206
astro-ph/9809168	astro-ph/9811320
1011.1910	1504.03333
1011.1915	1504.03333
1301.4361	1507.06194
hep-th/0103239	1803.10719
0709.2297	1302.4754
1002.3895	1004.3628
hep-ph/9909567	hep-ph/9910466
1707.00007	1801.01120
hep-th/0111129	hep-th/0307173
hep-th/0006240	hep-th/0307173
nucl-th/0304013	1702.01787
hep-ph/0110163	hep-ph/0607027
0708.2362	1707.09442
1004.0586	1707.09442
1402.7358	1707.09442
0912.5297	1512.04816
1601.01330	1512.04816
1706.02667	1801.10506
0801.2061	1801.10506
hep-ph/0207276	hep-ph/0207226
1207.1869	1403.1834
1010.3722	1302.3056
1003.0056	1302.3056
1212.5226	1302.3056
1512.06708	1512.08777
hep-th/0205074	1512.08777
0803.3085	1512.08777
1512.08484	1512.08777
hep-th/0005276	1512.08777
1412.6302	1512.08777
0706.1522	0712.2568
astro-ph/0207281	hep-ph/0701182
1011.5564	1406.1961
0812.4208	1711.06276
1711.03121	1711.06276
1706.05408	1711.06276
1511.09240	1711.06276
hep-th/0209114	1103.2738
0908.1742	1103.2738
1210.4813	1402.0516
1603.08440	1612.03879
1212.5226	1612.01643
astro-ph/0012336	astro-ph/0101511
1212.4726	1705.06506
astro-ph/0404229	0901.3252
astro-ph/0701510	0802.2296
0712.1937	0802.2296
1110.6443	1112.2703
hep-ph/0504224	1112.2703
hep-ph/0311349	1112.2703
1209.4758	1512.01395
gr-qc/0403084	1512.01395
1212.5226	1305.1630
nucl-th/0304013	nucl-th/0507057
hep-th/9910267	hep-th/0105276
hep-th/9804058	hep-th/0105276
hep-th/0009198	hep-th/0105276
hep-th/0003203	hep-th/0105276
1212.5226	1302.6720
1302.1200	1302.6720
0710.5505	0812.2859
0712.3984	0812.2859
1603.03055	1812.05494
hep-th/0403001	1812.05494
1709.07025	1812.05494
1106.2822	1106.6201
1103.0859	1106.6003
1309.4077	1306.6095
1301.1703	1306.6095
0809.0007	1412.3021
hep-ph/0011335	1404.1918
1402.7358	1404.1918
0808.2223	0908.0395
0708.2691	0908.0395
hep-th/9606139	0908.0395
0706.1522	1304.6566
1306.0882	1609.02147
1507.00886	1609.02147
1506.03285	1609.02147
1606.03498	1812.00898
1708.08929	1804.03144
1207.5991	1704.07581
astro-ph/0205436	0706.2399
gr-qc/0611127	0706.2399
1202.1278	1809.02954
0704.2880	1809.02954
hep-th/0403193	hep-th/0502101
hep-th/0104227	gr-qc/0306072
hep-th/0105100	gr-qc/0306072
0903.3986	0905.3903
astro-ph/0508542	gr-qc/0508115
astro-ph/0207270	gr-qc/0508115
gr-qc/0110103	gr-qc/0508115
hep-ph/0212345	1411.6407
hep-ph/0310121	1411.6407
hep-ph/9910522	0708.0166
1402.1275	1603.01267
hep-ph/0612081	1208.5136
1607.01769	1702.07467
1608.07308	1808.02278
hep-th/0508020	0903.5184
1212.3681	astro-ph/0509466
1212.2945	astro-ph/0509466
1002.2626	astro-ph/0509466
1006.4774	1104.0339
hep-th/0312001	0911.5697
